Date,adj close,close,high,low,open,volume
2025-01-24 14:30:00+00:00,199.52499389648438,199.52499389648438,199.8000030517578,198.0,198.1699981689453,2018349
2025-01-24 14:45:00+00:00,199.58999633789062,199.58999633789062,200.25,199.42010498046875,199.5500030517578,1177834
2025-01-24 15:00:00+00:00,198.7548065185547,198.7548065185547,199.75,198.64999389648438,199.6300048828125,712018
2025-01-24 15:15:00+00:00,198.82009887695312,198.82009887695312,199.02999877929688,198.66000366210938,198.7523956298828,636607
2025-01-24 15:30:00+00:00,198.52000427246094,198.52000427246094,199.22000122070312,198.47999572753906,198.8300018310547,520038
2025-01-24 15:45:00+00:00,198.60000610351562,198.60000610351562,198.94000244140625,198.42999267578125,198.5050048828125,392055
2025-01-24 16:00:00+00:00,198.52999877929688,198.52999877929688,198.72000122070312,198.30999755859375,198.58999633789062,374361
2025-01-24 16:15:00+00:00,199.39999389648438,199.39999389648438,199.5,198.49000549316406,198.52000427246094,524047
2025-01-24 16:30:00+00:00,199.50770568847656,199.50770568847656,199.55999755859375,199.2100067138672,199.4199981689453,513779
2025-01-24 16:45:00+00:00,199.3000030517578,199.3000030517578,199.69000244140625,199.16029357910156,199.5,443890
2025-01-24 17:00:00+00:00,199.14999389648438,199.14999389648438,199.4398956298828,198.7899932861328,199.3000030517578,597086
2025-01-24 17:15:00+00:00,199.2899932861328,199.2899932861328,199.5574951171875,199.0,199.13999938964844,524016
2025-01-24 17:30:00+00:00,199.58009338378906,199.58009338378906,199.64990234375,199.2100067138672,199.25999450683594,401819
2025-01-24 17:45:00+00:00,199.8350067138672,199.8350067138672,199.94000244140625,199.4575958251953,199.5850067138672,730327
2025-01-24 18:00:00+00:00,200.02000427246094,200.02000427246094,200.08999633789062,199.74000549316406,199.83990478515625,593868
2025-01-24 18:15:00+00:00,199.89999389648438,199.89999389648438,200.11000061035156,199.66000366210938,200.0399932861328,484404
2025-01-24 18:30:00+00:00,199.84249877929688,199.84249877929688,200.0500030517578,199.7700958251953,199.91000366210938,487438
2025-01-24 18:45:00+00:00,199.9300994873047,199.9300994873047,200.0177001953125,199.75999450683594,199.8300018310547,644214
2025-01-24 19:00:00+00:00,200.0301055908203,200.0301055908203,200.2299041748047,199.72999572753906,199.92999267578125,573204
2025-01-24 19:15:00+00:00,200.72109985351562,200.72109985351562,200.89999389648438,199.98500061035156,200.0399932861328,957710
2025-01-24 19:30:00+00:00,200.25,200.25,200.77999877929688,200.0749969482422,200.69000244140625,584561
2025-01-24 19:45:00+00:00,200.05999755859375,200.05999755859375,200.50869750976562,200.00999450683594,200.24000549316406,528359
2025-01-24 20:00:00+00:00,200.19000244140625,200.19000244140625,200.27000427246094,199.99000549316406,200.05999755859375,523985
